item_i_index,item_j_index,item_i,item_j,distance,d_ij,c_j
44,52,Seltzer (6),Taquitos,110,11.0,6.99
44,53,Seltzer (6),Breyer's Ice Cream,120,12.0,4.99
44,54,Seltzer (6),Lasagna,100,10.0,9.99
44,55,Seltzer (6),Bagel Bites,90,9.0,2.79
44,56,Seltzer (6),"Pizza (12"")",60,6.0,8.99
45,0,Bottled Water (24),Start Node,180,18.0,0
45,1,Bottled Water (24),Coffee Beans,185,18.5,6.99
45,2,Bottled Water (24),K-Cups,165,16.5,10.99
45,3,Bottled Water (24),Capt. Crunch,135,13.5,3.99
45,4,Bottled Water (24),Chewy Bars,110,11.0,3.69
45,5,Bottled Water (24),Granola,100,10.0,5.49
45,6,Bottled Water (24),Hershey's,105,10.5,2.69
45,7,Bottled Water (24),Flour,125,12.5,4.99
45,8,Bottled Water (24),Syrup,135,13.5,2.49
45,9,Bottled Water (24),Brownie Mix,165,16.5,2.29
45,10,Bottled Water (24),Seasoning,180,18.0,3.99
45,11,Bottled Water (24),Soup,155,15.5,1.99
45,12,Bottled Water (24),Mac & Cheese,135,13.5,2.69
45,13,Bottled Water (24),Ketchup,105,10.5,3.49
45,14,Bottled Water (24),Pickles,100,10.0,2.99
45,15,Bottled Water (24),Italian Dressing,95,9.5,3.99
45,16,Bottled Water (24),Soy Sauce,75,7.5,2.49
45,17,Bottled Water (24),Penne,80,8.0,3.49
45,18,Bottled Water (24),CapriSun,85,8.5,2.49
45,19,Bottled Water (24),Tortillas,125,12.5,1.99
45,20,Bottled Water (24),Tomato Sauce,155,15.5,2.99
45,21,Bottled Water (24),Ibuprofen,140,14.0,5.49
45,22,Bottled Water (24),Diapers,125,12.5,25.99
45,23,Bottled Water (24),Tootpaste,65,6.5,3.99
45,24,Bottled Water (24),Tampons,75,7.5,5.29
45,25,Bottled Water (24),Shampoo,60,6.0,8.99
45,26,Bottled Water (24),Toilet Paper,135,13.5,7.99
45,27,Bottled Water (24),Paper Towels,125,12.5,9.99
45,28,Bottled Water (24),Napkins,105,10.5,3.29
45,29,Bottled Water (24),Solo Cups,85,8.5,5.69
45,30,Bottled Water (24),Trash Bags,55,5.5,8.99
45,31,Bottled Water (24),Dish Soap,125,12.5,2.99
45,32,Bottled Water (24),Detergent,120,12.0,12.99
45,33,Bottled Water (24),Broom,105,10.5,13.99
45,34,Bottled Water (24),Dog Treats,75,7.5,3.99
45,35,Bottled Water (24),Air Freshner,65,6.5,6.99
45,36,Bottled Water (24),Oreos,45,4.5,3.99
45,37,Bottled Water (24),Popcorn,75,7.5,3.49
45,38,Bottled Water (24),Gatorade (12),95,9.5,6.99
45,39,Bottled Water (24),Redbull (4),100,10.0,7.99
45,40,Bottled Water (24),Ritz,115,11.5,3.99
45,41,Bottled Water (24),Coca Cola (12),85,8.5,5.99
45,42,Bottled Water (24),LaCroix (12),75,7.5,5.49
45,43,Bottled Water (24),Pepsi (12),80,8.0,5.99
45,44,Bottled Water (24),Seltzer (6),15,1.5,3.99
45,45,Bottled Water (24),Bottled Water (24),0,0.0,4.99
45,46,Bottled Water (24),Milk Gallon,115,11.5,3.79
45,47,Bottled Water (24),Butter Sticks,85,8.5,2.99
45,48,Bottled Water (24),Cookie Dough,80,8.0,3.99
45,49,Bottled Water (24),Chobani (4),65,6.5,4.49
45,50,Bottled Water (24),Eggs (12),35,3.5,3.99
45,51,Bottled Water (24),Waffles,55,5.5,3.79
45,52,Bottled Water (24),Taquitos,95,9.5,6.99
45,53,Bottled Water (24),Breyer's Ice Cream,105,10.5,4.99
45,54,Bottled Water (24),Lasagna,85,8.5,9.99
45,55,Bottled Water (24),Bagel Bites,75,7.5,2.79
45,56,Bottled Water (24),"Pizza (12"")",45,4.5,8.99
46,0,Milk Gallon,Start Node,105,10.5,0
46,1,Milk Gallon,Coffee Beans,120,12.0,6.99
46,2,Milk Gallon,K-Cups,140,14.0,10.99
46,3,Milk Gallon,Capt. Crunch,170,17.0,3.99
46,4,Milk Gallon,Chewy Bars,195,19.5,3.69
46,5,Milk Gallon,Granola,195,19.5,5.49
46,6,Milk Gallon,Hershey's,180,18.0,2.69
46,7,Milk Gallon,Flour,160,16.0,4.99
46,8,Milk Gallon,Syrup,150,15.0,2.49
46,9,Milk Gallon,Brownie Mix,120,12.0,2.29
46,10,Milk Gallon,Seasoning,105,10.5,3.99
46,11,Milk Gallon,Soup,110,11.0,1.99
46,12,Milk Gallon,Mac & Cheese,130,13.0,2.69
46,13,Milk Gallon,Ketchup,160,16.0,3.49
46,14,Milk Gallon,Pickles,165,16.5,2.99
46,15,Milk Gallon,Italian Dressing,170,17.0,3.99
46,16,Milk Gallon,Soy Sauce,170,17.0,2.49
46,17,Milk Gallon,Penne,165,16.5,3.49
46,18,Milk Gallon,CapriSun,160,16.0,2.49
46,19,Milk Gallon,Tortillas,120,12.0,1.99
46,20,Milk Gallon,Tomato Sauce,90,9.0,2.99
46,21,Milk Gallon,Ibuprofen,85,8.5,5.49
46,22,Milk Gallon,Diapers,100,10.0,25.99
46,23,Milk Gallon,Tootpaste,160,16.0,3.99
46,24,Milk Gallon,Tampons,150,15.0,5.29
46,25,Milk Gallon,Shampoo,155,15.5,8.99
46,26,Milk Gallon,Toilet Paper,70,7.0,7.99
46,27,Milk Gallon,Paper Towels,80,8.0,9.99
46,28,Milk Gallon,Napkins,100,10.0,3.29
46,29,Milk Gallon,Solo Cups,120,12.0,5.69
46,30,Milk Gallon,Trash Bags,150,15.0,8.99
46,31,Milk Gallon,Dish Soap,60,6.0,2.99
46,32,Milk Gallon,Detergent,65,6.5,12.99
46,33,Milk Gallon,Broom,80,8.0,13.99
46,34,Milk Gallon,Dog Treats,110,11.0,3.99
46,35,Milk Gallon,Air Freshner,120,12.0,6.99
46,36,Milk Gallon,Oreos,120,12.0,3.99
46,37,Milk Gallon,Popcorn,90,9.0,3.49
46,38,Milk Gallon,Gatorade (12),70,7.0,6.99
46,39,Milk Gallon,Redbull (4),65,6.5,7.99
46,40,Milk Gallon,Ritz,50,5.0,3.99
46,41,Milk Gallon,Coca Cola (12),40,4.0,5.99
46,42,Milk Gallon,LaCroix (12),50,5.0,5.49
46,43,Milk Gallon,Pepsi (12),45,4.5,5.99
46,44,Milk Gallon,Seltzer (6),110,11.0,3.99
46,45,Milk Gallon,Bottled Water (24),115,11.5,4.99
46,46,Milk Gallon,Milk Gallon,0,0.0,3.79
46,47,Milk Gallon,Butter Sticks,30,3.0,2.99
46,48,Milk Gallon,Cookie Dough,35,3.5,3.99
46,49,Milk Gallon,Chobani (4),50,5.0,4.49
46,50,Milk Gallon,Eggs (12),80,8.0,3.99
46,51,Milk Gallon,Waffles,110,11.0,3.79
46,52,Milk Gallon,Taquitos,70,7.0,6.99
46,53,Milk Gallon,Breyer's Ice Cream,60,6.0,4.99
46,54,Milk Gallon,Lasagna,80,8.0,9.99
46,55,Milk Gallon,Bagel Bites,90,9.0,2.79
46,56,Milk Gallon,"Pizza (12"")",120,12.0,8.99
47,0,Butter Sticks,Start Node,135,13.5,0
47,1,Butter Sticks,Coffee Beans,150,15.0,6.99
47,2,Butter Sticks,K-Cups,170,17.0,10.99
47,3,Butter Sticks,Capt. Crunch,200,20.0,3.99
47,4,Butter Sticks,Chewy Bars,175,17.5,3.69
47,5,Butter Sticks,Granola,165,16.5,5.49
47,6,Butter Sticks,Hershey's,170,17.0,2.69
47,7,Butter Sticks,Flour,190,19.0,4.99
47,8,Butter Sticks,Syrup,180,18.0,2.49
47,9,Butter Sticks,Brownie Mix,150,15.0,2.29
47,10,Butter Sticks,Seasoning,135,13.5,3.99
47,11,Butter Sticks,Soup,140,14.0,1.99
47,12,Butter Sticks,Mac & Cheese,160,16.0,2.69
47,13,Butter Sticks,Ketchup,170,17.0,3.49
47,14,Butter Sticks,Pickles,165,16.5,2.99
47,15,Butter Sticks,Italian Dressing,160,16.0,3.99
47,16,Butter Sticks,Soy Sauce,140,14.0,2.49
47,17,Butter Sticks,Penne,145,14.5,3.49
47,18,Butter Sticks,CapriSun,150,15.0,2.49
47,19,Butter Sticks,Tortillas,150,15.0,1.99
47,20,Butter Sticks,Tomato Sauce,120,12.0,2.99
47,21,Butter Sticks,Ibuprofen,115,11.5,5.49
47,22,Butter Sticks,Diapers,130,13.0,25.99
47,23,Butter Sticks,Tootpaste,130,13.0,3.99
47,24,Butter Sticks,Tampons,140,14.0,5.29
47,25,Butter Sticks,Shampoo,125,12.5,8.99
47,26,Butter Sticks,Toilet Paper,100,10.0,7.99
47,27,Butter Sticks,Paper Towels,110,11.0,9.99
47,28,Butter Sticks,Napkins,130,13.0,3.29
47,29,Butter Sticks,Solo Cups,150,15.0,5.69
47,30,Butter Sticks,Trash Bags,120,12.0,8.99
47,31,Butter Sticks,Dish Soap,90,9.0,2.99
47,32,Butter Sticks,Detergent,95,9.5,12.99
47,33,Butter Sticks,Broom,110,11.0,13.99
47,34,Butter Sticks,Dog Treats,140,14.0,3.99
47,35,Butter Sticks,Air Freshner,130,13.0,6.99
47,36,Butter Sticks,Oreos,110,11.0,3.99
47,37,Butter Sticks,Popcorn,120,12.0,3.49
47,38,Butter Sticks,Gatorade (12),100,10.0,6.99
47,39,Butter Sticks,Redbull (4),95,9.5,7.99
47,40,Butter Sticks,Ritz,80,8.0,3.99
47,41,Butter Sticks,Coca Cola (12),70,7.0,5.99
47,42,Butter Sticks,LaCroix (12),80,8.0,5.49
47,43,Butter Sticks,Pepsi (12),75,7.5,5.99
47,44,Butter Sticks,Seltzer (6),100,10.0,3.99
47,45,Butter Sticks,Bottled Water (24),85,8.5,4.99
47,46,Butter Sticks,Milk Gallon,30,3.0,3.79
47,47,Butter Sticks,Butter Sticks,0,0.0,2.99
47,48,Butter Sticks,Cookie Dough,5,0.5,3.99
47,49,Butter Sticks,Chobani (4),20,2.0,4.49
47,50,Butter Sticks,Eggs (12),50,5.0,3.99
47,51,Butter Sticks,Waffles,100,10.0,3.79
47,52,Butter Sticks,Taquitos,100,10.0,6.99
47,53,Butter Sticks,Breyer's Ice Cream,90,9.0,4.99
47,54,Butter Sticks,Lasagna,110,11.0,9.99
47,55,Butter Sticks,Bagel Bites,120,12.0,2.79
47,56,Butter Sticks,"Pizza (12"")",90,9.0,8.99
48,0,Cookie Dough,Start Node,140,14.0,0
48,1,Cookie Dough,Coffee Beans,155,15.5,6.99
48,2,Cookie Dough,K-Cups,175,17.5,10.99
48,3,Cookie Dough,Capt. Crunch,195,19.5,3.99
48,4,Cookie Dough,Chewy Bars,170,17.0,3.69
48,5,Cookie Dough,Granola,160,16.0,5.49
48,6,Cookie Dough,Hershey's,165,16.5,2.69
48,7,Cookie Dough,Flour,185,18.5,4.99
48,8,Cookie Dough,Syrup,185,18.5,2.49
48,9,Cookie Dough,Brownie Mix,155,15.5,2.29
48,10,Cookie Dough,Seasoning,140,14.0,3.99
48,11,Cookie Dough,Soup,145,14.5,1.99
48,12,Cookie Dough,Mac & Cheese,165,16.5,2.69
48,13,Cookie Dough,Ketchup,165,16.5,3.49
48,14,Cookie Dough,Pickles,160,16.0,2.99
48,15,Cookie Dough,Italian Dressing,155,15.5,3.99
48,16,Cookie Dough,Soy Sauce,135,13.5,2.49
48,17,Cookie Dough,Penne,140,14.0,3.49
48,18,Cookie Dough,CapriSun,145,14.5,2.49
48,19,Cookie Dough,Tortillas,155,15.5,1.99
48,20,Cookie Dough,Tomato Sauce,125,12.5,2.99
48,21,Cookie Dough,Ibuprofen,120,12.0,5.49
48,22,Cookie Dough,Diapers,135,13.5,25.99
48,23,Cookie Dough,Tootpaste,125,12.5,3.99
48,24,Cookie Dough,Tampons,135,13.5,5.29
48,25,Cookie Dough,Shampoo,120,12.0,8.99
48,26,Cookie Dough,Toilet Paper,105,10.5,7.99
48,27,Cookie Dough,Paper Towels,115,11.5,9.99
48,28,Cookie Dough,Napkins,135,13.5,3.29
48,29,Cookie Dough,Solo Cups,145,14.5,5.69
48,30,Cookie Dough,Trash Bags,115,11.5,8.99
48,31,Cookie Dough,Dish Soap,95,9.5,2.99
48,32,Cookie Dough,Detergent,100,10.0,12.99
48,33,Cookie Dough,Broom,115,11.5,13.99
48,34,Cookie Dough,Dog Treats,135,13.5,3.99
48,35,Cookie Dough,Air Freshner,125,12.5,6.99
48,36,Cookie Dough,Oreos,105,10.5,3.99
48,37,Cookie Dough,Popcorn,125,12.5,3.49
48,38,Cookie Dough,Gatorade (12),105,10.5,6.99
48,39,Cookie Dough,Redbull (4),100,10.0,7.99
48,40,Cookie Dough,Ritz,85,8.5,3.99
48,41,Cookie Dough,Coca Cola (12),75,7.5,5.99
48,42,Cookie Dough,LaCroix (12),85,8.5,5.49
48,43,Cookie Dough,Pepsi (12),80,8.0,5.99
48,44,Cookie Dough,Seltzer (6),95,9.5,3.99
48,45,Cookie Dough,Bottled Water (24),80,8.0,4.99
48,46,Cookie Dough,Milk Gallon,35,3.5,3.79
48,47,Cookie Dough,Butter Sticks,5,0.5,2.99
48,48,Cookie Dough,Cookie Dough,0,0.0,3.99
48,49,Cookie Dough,Chobani (4),15,1.5,4.49
48,50,Cookie Dough,Eggs (12),45,4.5,3.99
48,51,Cookie Dough,Waffles,95,9.5,3.79
48,52,Cookie Dough,Taquitos,105,10.5,6.99
48,53,Cookie Dough,Breyer's Ice Cream,95,9.5,4.99
48,54,Cookie Dough,Lasagna,115,11.5,9.99
48,55,Cookie Dough,Bagel Bites,115,11.5,2.79
48,56,Cookie Dough,"Pizza (12"")",85,8.5,8.99
49,0,Chobani (4),Start Node,155,15.5,0
49,1,Chobani (4),Coffee Beans,170,17.0,6.99
49,2,Chobani (4),K-Cups,190,19.0,10.99
49,3,Chobani (4),Capt. Crunch,180,18.0,3.99
49,4,Chobani (4),Chewy Bars,155,15.5,3.69
49,5,Chobani (4),Granola,145,14.5,5.49
49,6,Chobani (4),Hershey's,150,15.0,2.69
49,7,Chobani (4),Flour,170,17.0,4.99
49,8,Chobani (4),Syrup,180,18.0,2.49
49,9,Chobani (4),Brownie Mix,170,17.0,2.29
49,10,Chobani (4),Seasoning,155,15.5,3.99
49,11,Chobani (4),Soup,160,16.0,1.99
49,12,Chobani (4),Mac & Cheese,180,18.0,2.69
49,13,Chobani (4),Ketchup,150,15.0,3.49
49,14,Chobani (4),Pickles,145,14.5,2.99
49,15,Chobani (4),Italian Dressing,140,14.0,3.99
49,16,Chobani (4),Soy Sauce,120,12.0,2.49
49,17,Chobani (4),Penne,125,12.5,3.49
49,18,Chobani (4),CapriSun,130,13.0,2.49
49,19,Chobani (4),Tortillas,170,17.0,1.99
49,20,Chobani (4),Tomato Sauce,140,14.0,2.99
49,21,Chobani (4),Ibuprofen,135,13.5,5.49
49,22,Chobani (4),Diapers,150,15.0,25.99
49,23,Chobani (4),Tootpaste,110,11.0,3.99
49,24,Chobani (4),Tampons,120,12.0,5.29
49,25,Chobani (4),Shampoo,105,10.5,8.99
49,26,Chobani (4),Toilet Paper,120,12.0,7.99
49,27,Chobani (4),Paper Towels,130,13.0,9.99
49,28,Chobani (4),Napkins,150,15.0,3.29
49,29,Chobani (4),Solo Cups,130,13.0,5.69
49,30,Chobani (4),Trash Bags,100,10.0,8.99
49,31,Chobani (4),Dish Soap,110,11.0,2.99
49,32,Chobani (4),Detergent,115,11.5,12.99
49,33,Chobani (4),Broom,130,13.0,13.99
49,34,Chobani (4),Dog Treats,120,12.0,3.99
49,35,Chobani (4),Air Freshner,110,11.0,6.99
49,36,Chobani (4),Oreos,90,9.0,3.99
49,37,Chobani (4),Popcorn,120,12.0,3.49
49,38,Chobani (4),Gatorade (12),120,12.0,6.99
49,39,Chobani (4),Redbull (4),115,11.5,7.99
49,40,Chobani (4),Ritz,100,10.0,3.99
49,41,Chobani (4),Coca Cola (12),90,9.0,5.99
49,42,Chobani (4),LaCroix (12),100,10.0,5.49
49,43,Chobani (4),Pepsi (12),95,9.5,5.99
49,44,Chobani (4),Seltzer (6),80,8.0,3.99
49,45,Chobani (4),Bottled Water (24),65,6.5,4.99
49,46,Chobani (4),Milk Gallon,50,5.0,3.79
49,47,Chobani (4),Butter Sticks,20,2.0,2.99
49,48,Chobani (4),Cookie Dough,15,1.5,3.99
49,49,Chobani (4),Chobani (4),0,0.0,4.49
49,50,Chobani (4),Eggs (12),30,3.0,3.99
49,51,Chobani (4),Waffles,80,8.0,3.79
49,52,Chobani (4),Taquitos,120,12.0,6.99
49,53,Chobani (4),Breyer's Ice Cream,110,11.0,4.99
49,54,Chobani (4),Lasagna,110,11.0,9.99
49,55,Chobani (4),Bagel Bites,100,10.0,2.79
49,56,Chobani (4),"Pizza (12"")",70,7.0,8.99
50,0,Eggs (12),Start Node,185,18.5,0
50,1,Eggs (12),Coffee Beans,200,20.0,6.99
50,2,Eggs (12),K-Cups,180,18.0,10.99
50,3,Eggs (12),Capt. Crunch,150,15.0,3.99
50,4,Eggs (12),Chewy Bars,125,12.5,3.69
50,5,Eggs (12),Granola,115,11.5,5.49
50,6,Eggs (12),Hershey's,120,12.0,2.69
50,7,Eggs (12),Flour,140,14.0,4.99
50,8,Eggs (12),Syrup,150,15.0,2.49
50,9,Eggs (12),Brownie Mix,180,18.0,2.29
50,10,Eggs (12),Seasoning,185,18.5,3.99
50,11,Eggs (12),Soup,170,17.0,1.99
50,12,Eggs (12),Mac & Cheese,150,15.0,2.69
50,13,Eggs (12),Ketchup,120,12.0,3.49
50,14,Eggs (12),Pickles,115,11.5,2.99
50,15,Eggs (12),Italian Dressing,110,11.0,3.99
50,16,Eggs (12),Soy Sauce,90,9.0,2.49
50,17,Eggs (12),Penne,95,9.5,3.49
50,18,Eggs (12),CapriSun,100,10.0,2.49
50,19,Eggs (12),Tortillas,140,14.0,1.99
50,20,Eggs (12),Tomato Sauce,170,17.0,2.99
50,21,Eggs (12),Ibuprofen,155,15.5,5.49
50,22,Eggs (12),Diapers,140,14.0,25.99
50,23,Eggs (12),Tootpaste,80,8.0,3.99
50,24,Eggs (12),Tampons,90,9.0,5.29
50,25,Eggs (12),Shampoo,75,7.5,8.99
50,26,Eggs (12),Toilet Paper,150,15.0,7.99
50,27,Eggs (12),Paper Towels,140,14.0,9.99
50,28,Eggs (12),Napkins,120,12.0,3.29
50,29,Eggs (12),Solo Cups,100,10.0,5.69
50,30,Eggs (12),Trash Bags,70,7.0,8.99
50,31,Eggs (12),Dish Soap,140,14.0,2.99
50,32,Eggs (12),Detergent,135,13.5,12.99
50,33,Eggs (12),Broom,120,12.0,13.99
50,34,Eggs (12),Dog Treats,90,9.0,3.99
50,35,Eggs (12),Air Freshner,80,8.0,6.99
50,36,Eggs (12),Oreos,60,6.0,3.99
50,37,Eggs (12),Popcorn,90,9.0,3.49
50,38,Eggs (12),Gatorade (12),110,11.0,6.99
50,39,Eggs (12),Redbull (4),115,11.5,7.99
50,40,Eggs (12),Ritz,130,13.0,3.99
50,41,Eggs (12),Coca Cola (12),120,12.0,5.99
50,42,Eggs (12),LaCroix (12),110,11.0,5.49
50,43,Eggs (12),Pepsi (12),115,11.5,5.99
50,44,Eggs (12),Seltzer (6),50,5.0,3.99
50,45,Eggs (12),Bottled Water (24),35,3.5,4.99
50,46,Eggs (12),Milk Gallon,80,8.0,3.79
50,47,Eggs (12),Butter Sticks,50,5.0,2.99
50,48,Eggs (12),Cookie Dough,45,4.5,3.99
50,49,Eggs (12),Chobani (4),30,3.0,4.49
50,50,Eggs (12),Eggs (12),0,0.0,3.99
50,51,Eggs (12),Waffles,50,5.0,3.79
50,52,Eggs (12),Taquitos,90,9.0,6.99
50,53,Eggs (12),Breyer's Ice Cream,100,10.0,4.99
50,54,Eggs (12),Lasagna,80,8.0,9.99
50,55,Eggs (12),Bagel Bites,70,7.0,2.79
50,56,Eggs (12),"Pizza (12"")",40,4.0,8.99
51,0,Waffles,Start Node,185,18.5,0
51,1,Waffles,Coffee Beans,200,20.0,6.99
51,2,Waffles,K-Cups,200,20.0,10.99
51,3,Waffles,Capt. Crunch,170,17.0,3.99
51,4,Waffles,Chewy Bars,145,14.5,3.69
51,5,Waffles,Granola,135,13.5,5.49
51,6,Waffles,Hershey's,140,14.0,2.69
51,7,Waffles,Flour,160,16.0,4.99
51,8,Waffles,Syrup,170,17.0,2.49
51,9,Waffles,Brownie Mix,200,20.0,2.29
51,10,Waffles,Seasoning,185,18.5,3.99
51,11,Waffles,Soup,190,19.0,1.99
51,12,Waffles,Mac & Cheese,170,17.0,2.69
51,13,Waffles,Ketchup,140,14.0,3.49
51,14,Waffles,Pickles,135,13.5,2.99
51,15,Waffles,Italian Dressing,130,13.0,3.99
51,16,Waffles,Soy Sauce,110,11.0,2.49
51,17,Waffles,Penne,115,11.5,3.49
51,18,Waffles,CapriSun,120,12.0,2.49
51,19,Waffles,Tortillas,160,16.0,1.99
51,20,Waffles,Tomato Sauce,170,17.0,2.99
51,21,Waffles,Ibuprofen,165,16.5,5.49
51,22,Waffles,Diapers,160,16.0,25.99
51,23,Waffles,Tootpaste,100,10.0,3.99
51,24,Waffles,Tampons,110,11.0,5.29
51,25,Waffles,Shampoo,95,9.5,8.99
51,26,Waffles,Toilet Paper,150,15.0,7.99
51,27,Waffles,Paper Towels,160,16.0,9.99
51,28,Waffles,Napkins,140,14.0,3.29
51,29,Waffles,Solo Cups,120,12.0,5.69
51,30,Waffles,Trash Bags,90,9.0,8.99
51,31,Waffles,Dish Soap,140,14.0,2.99
51,32,Waffles,Detergent,145,14.5,12.99
51,33,Waffles,Broom,140,14.0,13.99
51,34,Waffles,Dog Treats,110,11.0,3.99
51,35,Waffles,Air Freshner,100,10.0,6.99
51,36,Waffles,Oreos,80,8.0,3.99
51,37,Waffles,Popcorn,110,11.0,3.49
51,38,Waffles,Gatorade (12),130,13.0,6.99
51,39,Waffles,Redbull (4),135,13.5,7.99
51,40,Waffles,Ritz,130,13.0,3.99
51,41,Waffles,Coca Cola (12),120,12.0,5.99
51,42,Waffles,LaCroix (12),130,13.0,5.49
51,43,Waffles,Pepsi (12),125,12.5,5.99
51,44,Waffles,Seltzer (6),70,7.0,3.99
51,45,Waffles,Bottled Water (24),55,5.5,4.99
51,46,Waffles,Milk Gallon,110,11.0,3.79
51,47,Waffles,Butter Sticks,100,10.0,2.99
51,48,Waffles,Cookie Dough,95,9.5,3.99
51,49,Waffles,Chobani (4),80,8.0,4.49
51,50,Waffles,Eggs (12),50,5.0,3.99
51,51,Waffles,Waffles,0,0.0,3.79
51,52,Waffles,Taquitos,40,4.0,6.99
51,53,Waffles,Breyer's Ice Cream,50,5.0,4.99
51,54,Waffles,Lasagna,30,3.0,9.99
51,55,Waffles,Bagel Bites,20,2.0,2.79
51,56,Waffles,"Pizza (12"")",10,1.0,8.99
52,0,Taquitos,Start Node,145,14.5,0
52,1,Taquitos,Coffee Beans,160,16.0,6.99
52,2,Taquitos,K-Cups,180,18.0,10.99
52,3,Taquitos,Capt. Crunch,210,21.0,3.99
52,4,Taquitos,Chewy Bars,185,18.5,3.69
52,5,Taquitos,Granola,175,17.5,5.49
52,6,Taquitos,Hershey's,180,18.0,2.69
52,7,Taquitos,Flour,200,20.0,4.99
52,8,Taquitos,Syrup,190,19.0,2.49
52,9,Taquitos,Brownie Mix,160,16.0,2.29
52,10,Taquitos,Seasoning,145,14.5,3.99
52,11,Taquitos,Soup,150,15.0,1.99
52,12,Taquitos,Mac & Cheese,170,17.0,2.69
52,13,Taquitos,Ketchup,180,18.0,3.49
52,14,Taquitos,Pickles,175,17.5,2.99
52,15,Taquitos,Italian Dressing,170,17.0,3.99
52,16,Taquitos,Soy Sauce,150,15.0,2.49
52,17,Taquitos,Penne,155,15.5,3.49
52,18,Taquitos,CapriSun,160,16.0,2.49
52,19,Taquitos,Tortillas,160,16.0,1.99
52,20,Taquitos,Tomato Sauce,130,13.0,2.99
52,21,Taquitos,Ibuprofen,125,12.5,5.49
52,22,Taquitos,Diapers,140,14.0,25.99
52,23,Taquitos,Tootpaste,140,14.0,3.99
52,24,Taquitos,Tampons,150,15.0,5.29
52,25,Taquitos,Shampoo,135,13.5,8.99
52,26,Taquitos,Toilet Paper,110,11.0,7.99
52,27,Taquitos,Paper Towels,120,12.0,9.99
52,28,Taquitos,Napkins,140,14.0,3.29
52,29,Taquitos,Solo Cups,160,16.0,5.69
52,30,Taquitos,Trash Bags,130,13.0,8.99
52,31,Taquitos,Dish Soap,100,10.0,2.99
52,32,Taquitos,Detergent,105,10.5,12.99
52,33,Taquitos,Broom,120,12.0,13.99
52,34,Taquitos,Dog Treats,150,15.0,3.99
52,35,Taquitos,Air Freshner,140,14.0,6.99
52,36,Taquitos,Oreos,120,12.0,3.99
52,37,Taquitos,Popcorn,130,13.0,3.49
52,38,Taquitos,Gatorade (12),110,11.0,6.99
52,39,Taquitos,Redbull (4),105,10.5,7.99
52,40,Taquitos,Ritz,90,9.0,3.99
52,41,Taquitos,Coca Cola (12),80,8.0,5.99
52,42,Taquitos,LaCroix (12),90,9.0,5.49
52,43,Taquitos,Pepsi (12),85,8.5,5.99
52,44,Taquitos,Seltzer (6),110,11.0,3.99
52,45,Taquitos,Bottled Water (24),95,9.5,4.99
52,46,Taquitos,Milk Gallon,70,7.0,3.79
52,47,Taquitos,Butter Sticks,100,10.0,2.99
52,48,Taquitos,Cookie Dough,105,10.5,3.99
52,49,Taquitos,Chobani (4),120,12.0,4.49
52,50,Taquitos,Eggs (12),90,9.0,3.99
52,51,Taquitos,Waffles,40,4.0,3.79
52,52,Taquitos,Taquitos,0,0.0,6.99
52,53,Taquitos,Breyer's Ice Cream,10,1.0,4.99
52,54,Taquitos,Lasagna,10,1.0,9.99
52,55,Taquitos,Bagel Bites,20,2.0,2.79
52,56,Taquitos,"Pizza (12"")",50,5.0,8.99
53,0,Breyer's Ice Cream,Start Node,135,13.5,0
53,1,Breyer's Ice Cream,Coffee Beans,150,15.0,6.99
53,2,Breyer's Ice Cream,K-Cups,170,17.0,10.99
53,3,Breyer's Ice Cream,Capt. Crunch,200,20.0,3.99
53,4,Breyer's Ice Cream,Chewy Bars,195,19.5,3.69
53,5,Breyer's Ice Cream,Granola,185,18.5,5.49
53,6,Breyer's Ice Cream,Hershey's,190,19.0,2.69
53,7,Breyer's Ice Cream,Flour,190,19.0,4.99
53,8,Breyer's Ice Cream,Syrup,180,18.0,2.49
53,9,Breyer's Ice Cream,Brownie Mix,150,15.0,2.29
53,10,Breyer's Ice Cream,Seasoning,135,13.5,3.99
53,11,Breyer's Ice Cream,Soup,140,14.0,1.99
53,12,Breyer's Ice Cream,Mac & Cheese,160,16.0,2.69
53,13,Breyer's Ice Cream,Ketchup,190,19.0,3.49
53,14,Breyer's Ice Cream,Pickles,185,18.5,2.99
53,15,Breyer's Ice Cream,Italian Dressing,180,18.0,3.99
53,16,Breyer's Ice Cream,Soy Sauce,160,16.0,2.49
53,17,Breyer's Ice Cream,Penne,165,16.5,3.49
53,18,Breyer's Ice Cream,CapriSun,170,17.0,2.49
53,19,Breyer's Ice Cream,Tortillas,150,15.0,1.99
53,20,Breyer's Ice Cream,Tomato Sauce,120,12.0,2.99
53,21,Breyer's Ice Cream,Ibuprofen,115,11.5,5.49
53,22,Breyer's Ice Cream,Diapers,130,13.0,25.99
53,23,Breyer's Ice Cream,Tootpaste,150,15.0,3.99
53,24,Breyer's Ice Cream,Tampons,160,16.0,5.29
53,25,Breyer's Ice Cream,Shampoo,145,14.5,8.99
53,26,Breyer's Ice Cream,Toilet Paper,100,10.0,7.99
53,27,Breyer's Ice Cream,Paper Towels,110,11.0,9.99
53,28,Breyer's Ice Cream,Napkins,130,13.0,3.29
53,29,Breyer's Ice Cream,Solo Cups,150,15.0,5.69
53,30,Breyer's Ice Cream,Trash Bags,140,14.0,8.99
53,31,Breyer's Ice Cream,Dish Soap,90,9.0,2.99
